Cytochrom_B559_int_PsbJ, seqPair 1, auc = 0.939, sens = 1.000, spec = 0.778, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 4, auc = 0.956, sens = 0.964, spec = 0.828, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 9, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 17, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 3, auc = 0.999, sens = 0.963, spec = 0.963, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 10, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 8, auc = 0.944, sens = 0.944, spec = 0.887, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1954_int_Stap_Strp_tox_C, seqPair 18, auc = 0.944, sens = 0.825, spec = 0.922, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
La_int_RRM_1, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 1, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 11, auc = 0.998, sens = 1.000, spec = 0.892, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 18, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 2, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 4, auc = 0.985, sens = 0.897, spec = 0.897, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 19, auc = 1.000, sens = 1.000, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 5, auc = 0.949, sens = 0.953, spec = 0.824, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 12, auc = 0.988, sens = 0.967, spec = 0.879, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 9, auc = 0.948, sens = 0.990, spec = 0.904, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 4, auc = 0.947, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 5, auc = 0.997, sens = 0.923, spec = 0.960, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
2-Hacid_dh_int_ACT, seqPair 20, auc = 0.861, sens = 0.667, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 5, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 13, auc = 0.989, sens = 0.966, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 6, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.852, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 7, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Fumarate_red_C_int_Fumarate_red_D, seqPair 10, auc = 0.954, sens = 0.973, spec = 0.902, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 6, auc = 0.963, sens = 0.939, spec = 0.816, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 14, auc = 0.978, sens = 0.969, spec = 0.969, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 7, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.889, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 15, auc = 0.998, sens = 1.000, spec = 0.960, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.941, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 8, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 7, auc = 0.959, sens = 0.985, spec = 0.810, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 16, auc = 0.998, sens = 1.000, spec = 0.920, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
DUF1929_int_Kelch_1, seqPair 13, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 1, auc = 0.994, sens = 1.000, spec = 0.905, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 17, auc = 0.995, sens = 1.000, spec = 0.923, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 10, auc = 1.000, sens = 1.000, spec = 0.913, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 2, auc = 0.991, sens = 0.944, spec = 0.895, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 8, auc = 0.942, sens = 0.985, spec = 0.878, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 18, auc = 1.000, sens = 1.000, spec = 0.939, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 3, auc = 1.000, sens = 1.000, spec = 0.950, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 11, auc = 1.000, sens = 1.000, spec = 0.885, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 4, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 19, auc = 0.986, sens = 1.000, spec = 0.909, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 12, auc = 1.000, sens = 1.000, spec = 0.926, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 9, auc = 0.936, sens = 0.955, spec = 0.808, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 5, auc = 0.944, sens = 0.944, spec = 0.850, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_C, seqPair 20, auc = 0.999, sens = 1.000, spec = 0.939, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 13, auc = 0.953, sens = 0.962, spec = 0.926, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 6, auc = 1.000, sens = 1.000, spec = 0.938, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 14, auc = 1.000, sens = 1.000, spec = 0.964, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 10, auc = 0.946, sens = 0.957, spec = 0.817, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 8, auc = 1.000, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 15, auc = 1.000, sens = 1.000, spec = 0.966, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 9, auc = 1.000, sens = 1.000, spec = 0.909, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 10, auc = 0.960, sens = 1.000, spec = 0.952, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 16, auc = 0.976, sens = 0.708, spec = 0.944, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 11, auc = 0.939, sens = 0.985, spec = 0.798, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
Cytochrom_C_int_PsbU, seqPair 11, auc = 1.000, sens = 1.000, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GARS_C_int_GARS_N, seqPair 17, auc = 0.947, sens = 0.903, spec = 0.875, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 12, auc = 0.928, sens = 0.970, spec = 0.783, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 13, auc = 0.919, sens = 0.971, spec = 0.795, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 14, auc = 0.843, sens = 0.921, spec = 0.761, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 15, auc = 0.897, sens = 0.842, spec = 0.810, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 16, auc = 0.859, sens = 0.890, spec = 0.793, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 17, auc = 0.919, sens = 0.868, spec = 0.819, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 18, auc = 0.891, sens = 0.861, spec = 0.785, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
GalKase_gal_bdg_int_GHMP_kinases_N, seqPair 19, auc = 0.936, sens = 0.861, spec = 0.886, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.
