2013-11-21 12:22 STARTED.
Testing accuracy: 86.667%
Testing recall: 93.333%
Testing precision: 82.353%
Testing f_measure: 87.500%



PF00511.9_int_PF00511.9, seqPair 1, auc = 0.932, sens = 0.933, spec = 0.824, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 96.376%
Training accuracy: 87.760%
Training recall: 94.271%
Training precision: 83.410%
Training f_measure: 88.509%
Testing AUC: 99.375%
Testing accuracy: 91.250%
Testing recall: 97.500%
Testing precision: 86.667%
Testing f_measure: 91.765%



PF00511.9_int_PF00511.9, seqPair 2, auc = 0.994, sens = 0.975, spec = 0.867, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 97.201%
Training accuracy: 92.969%
Training recall: 94.792%
Training precision: 91.457%
Training f_measure: 93.095%
Testing AUC: 99.312%
Testing accuracy: 93.750%
Testing recall: 97.500%
Testing precision: 90.698%
Testing f_measure: 93.976%



PF00511.9_int_PF00511.9, seqPair 3, auc = 0.993, sens = 0.975, spec = 0.907, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 96.743%
Training accuracy: 90.909%
Training recall: 93.434%
Training precision: 88.942%
Training f_measure: 91.133%
Testing AUC: 95.502%
Testing accuracy: 94.118%
Testing recall: 100.000%
Testing precision: 89.474%
Testing f_measure: 94.444%



PF00511.9_int_PF00511.9, seqPair 7, auc = 0.955, sens = 1.000, spec = 0.895, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 97.969%
Training accuracy: 96.111%
Training recall: 96.111%
Training precision: 96.111%
Training f_measure: 96.111%
Testing AUC: 96.228%
Testing accuracy: 89.423%
Testing recall: 82.692%
Testing precision: 95.556%
Testing f_measure: 88.660%



PF00511.9_int_PF00511.9, seqPair 9, auc = 0.962, sens = 0.827, spec = 0.956, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 97.920%
Training accuracy: 93.622%
Training recall: 93.367%
Training precision: 93.846%
Training f_measure: 93.606%
Testing AUC: 97.068%
Testing accuracy: 94.444%
Testing recall: 94.444%
Testing precision: 94.444%
Testing f_measure: 94.444%



PF00511.9_int_PF00511.9, seqPair 15, auc = 0.971, sens = 0.944, spec = 0.944, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 20:48 SUCCESS: PF00511.9_int_PF00511.9.


Training AUC: 66.382%
Training accuracy: 59.317%
Training recall: 31.677%
Training precision: 70.833%
Training f_measure: 43.777%
Testing AUC: 54.159%
Testing accuracy: 43.478%
Testing recall: 0.000%
Testing precision: 0.000%
Testing f_measure: 0.000%



PF00563.12_int_PF00563.12, seqPair 1, auc = 0.542, sens = 0.000, spec = 0.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 63.511%
Training accuracy: 58.882%
Training recall: 25.000%
Training precision: 77.551%
Training f_measure: 37.811%
Testing AUC: 40.760%
Testing accuracy: 46.364%
Testing recall: 1.818%
Testing precision: 16.667%
Testing f_measure: 3.279%



PF00563.12_int_PF00563.12, seqPair 2, auc = 0.408, sens = 0.018, spec = 0.167, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 64.949%
Training accuracy: 57.616%
Training recall: 22.517%
Training precision: 75.556%
Training f_measure: 34.694%
Testing AUC: 51.690%
Testing accuracy: 49.107%
Testing recall: 5.357%
Testing precision: 42.857%
Testing f_measure: 9.524%



PF00563.12_int_PF00563.12, seqPair 4, auc = 0.517, sens = 0.054, spec = 0.429, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 56.209%
Training accuracy: 55.414%
Training recall: 48.408%
Training precision: 56.296%
Training f_measure: 52.055%
Testing AUC: 42.760%
Testing accuracy: 47.000%
Testing recall: 38.000%
Testing precision: 46.341%
Testing f_measure: 41.758%



PF00563.12_int_PF00563.12, seqPair 9, auc = 0.428, sens = 0.380, spec = 0.463, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 21:5 SUCCESS: PF00563.12_int_PF00563.12.


Training AUC: 98.269%
Training accuracy: 97.674%
Training recall: 100.000%
Training precision: 95.556%
Training f_measure: 97.727%
Testing AUC: 100.000%
Testing accuracy: 98.438%
Testing recall: 96.875%
Testing precision: 100.000%
Testing f_measure: 98.413%



PF00617.11_int_PF00618.12, seqPair 1, auc = 1.000, sens = 0.969, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 99.316%
Training accuracy: 96.875%
Training recall: 96.875%
Training precision: 96.875%
Training f_measure: 96.875%
Testing AUC: 99.513%
Testing accuracy: 96.512%
Testing recall: 100.000%
Testing precision: 93.478%
Testing f_measure: 96.629%



PF00617.11_int_PF00618.12, seqPair 11, auc = 0.995, sens = 1.000, spec = 0.935, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 21:8 SUCCESS: PF00617.11_int_PF00618.12.


Training AUC: 93.000%
Training accuracy: 90.000%
Training recall: 90.000%
Training precision: 90.000%
Training f_measure: 90.000%
Testing AUC: 66.667%
Testing accuracy: 50.000%
Testing recall: 0.000%
Testing precision: 0.000%
Testing f_measure: 0.000%



PF00711.11_int_PF00711.11, seqPair 1, auc = 0.667, sens = 0.000, spec = 0.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 63.889%
Training accuracy: 66.667%
Training recall: 33.333%
Training precision: 100.000%
Training f_measure: 50.000%
Testing AUC: 82.000%
Testing accuracy: 65.000%
Testing recall: 40.000%
Testing precision: 80.000%
Testing f_measure: 53.333%



PF00711.11_int_PF00711.11, seqPair 23, auc = 0.820, sens = 0.400, spec = 0.800, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 21:10 SUCCESS: PF00711.11_int_PF00711.11.


Training AUC: 100.000%
Training accuracy: 100.000%
Training recall: 100.000%
Training precision: 100.000%
Training f_measure: 100.000%
Testing AUC: 99.394%
Testing accuracy: 95.588%
Testing recall: 91.176%
Testing precision: 100.000%
Testing f_measure: 95.385%



PF00712.11_int_PF02768.7, seqPair 1, auc = 0.994, sens = 0.912, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 99.622%
Training accuracy: 96.825%
Training recall: 96.825%
Training precision: 96.825%
Training f_measure: 96.825%
Testing AUC: 100.000%
Testing accuracy: 98.214%
Testing recall: 100.000%
Testing precision: 96.552%
Testing f_measure: 98.246%



PF00712.11_int_PF02768.7, seqPair 7, auc = 1.000, sens = 1.000, spec = 0.966, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 99.610%
Training accuracy: 97.581%
Training recall: 96.774%
Training precision: 98.361%
Training f_measure: 97.561%
Testing AUC: 98.573%
Testing accuracy: 98.276%
Testing recall: 100.000%
Testing precision: 96.667%
Testing f_measure: 98.305%



PF00712.11_int_PF02768.7, seqPair 9, auc = 0.986, sens = 1.000, spec = 0.967, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 21:16 SUCCESS: PF00712.11_int_PF02768.7.


Training AUC: 84.364%
Training accuracy: 57.522%
Training recall: 15.044%
Training precision: 100.000%
Training f_measure: 26.154%
Testing AUC: 100.000%
Testing accuracy: 83.333%
Testing recall: 66.667%
Testing precision: 100.000%
Testing f_measure: 80.000%



PF00782.12_int_PF00782.12, seqPair 1, auc = 1.000, sens = 0.667, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 84.612%
Training accuracy: 56.132%
Training recall: 13.208%
Training precision: 93.333%
Training f_measure: 23.140%
Testing AUC: 91.716%
Testing accuracy: 57.692%
Testing recall: 15.385%
Testing precision: 100.000%
Testing f_measure: 26.667%



PF00782.12_int_PF00782.12, seqPair 2, auc = 0.917, sens = 0.154, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 90.895%
Training accuracy: 63.426%
Training recall: 27.778%
Training precision: 96.774%
Training f_measure: 43.165%
Testing AUC: 9.091%
Testing accuracy: 50.000%
Testing recall: 0.000%
Testing precision: 0.000%
Testing f_measure: 0.000%



PF00782.12_int_PF00782.12, seqPair 3, auc = 0.091, sens = 0.000, spec = 0.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 86.912%
Training accuracy: 61.650%
Training recall: 24.272%
Training precision: 96.154%
Training f_measure: 38.760%
Testing AUC: 94.922%
Testing accuracy: 50.000%
Testing recall: 0.000%
Testing precision: 0.000%
Testing f_measure: 0.000%



PF00782.12_int_PF00782.12, seqPair 4, auc = 0.949, sens = 0.000, spec = 0.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 87.864%
Training accuracy: 60.952%
Training recall: 21.905%
Training precision: 100.000%
Training f_measure: 35.937%
Testing AUC: 83.673%
Testing accuracy: 57.143%
Testing recall: 14.286%
Testing precision: 100.000%
Testing f_measure: 25.000%



PF00782.12_int_PF00782.12, seqPair 7, auc = 0.837, sens = 0.143, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 82.524%
Training accuracy: 62.209%
Training recall: 26.744%
Training precision: 92.000%
Training f_measure: 41.441%
Testing AUC: 89.991%
Testing accuracy: 53.030%
Testing recall: 9.091%
Testing precision: 75.000%
Testing f_measure: 16.216%



PF00782.12_int_PF00782.12, seqPair 11, auc = 0.900, sens = 0.091, spec = 0.750, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 87.070%
Training accuracy: 61.538%
Training recall: 23.077%
Training precision: 100.000%
Training f_measure: 37.500%
Testing AUC: 99.556%
Testing accuracy: 76.667%
Testing recall: 53.333%
Testing precision: 100.000%
Testing f_measure: 69.565%



PF00782.12_int_PF00782.12, seqPair 13, auc = 0.996, sens = 0.533, spec = 1.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.


Training AUC: 87.007%
Training accuracy: 59.722%
Training recall: 19.444%
Training precision: 100.000%
Training f_measure: 32.558%
Testing AUC: 88.430%
Testing accuracy: 50.000%
Testing recall: 0.000%
Testing precision: 0.000%
Testing f_measure: 0.000%



PF00782.12_int_PF00782.12, seqPair 18, auc = 0.884, sens = 0.000, spec = 0.000, blAUC = 0.000, blSens = 0.000, blSpec = 0.000.





2013-11-21 21:45 SUCCESS: PF00782.12_int_PF00782.12.


2013-11-21 21:46 FINISHED.
Number of total DDI is: 30
Number of successed DDI is: 30
Number of total sequence is: 155
FisherMode: FisherM1ONLY SVMMode: SAESVM Kernel: L2, choseNegRatio: 1, choseNegRatioTest: 1
The baseline AUC: 0.000%
The baseline recall: 0.000%
The baseline precision: 0.000%
Testing AUC: 90.411%
Testing recall: 66.767%
Testing precision: 78.987%
Testing f_measure: 69.456%
Training accuracy: 80.756%
Training recall: 70.486%
Training precision: 88.609%
Training f_measure: 75.197%
